,Lat,Lon,Suelo,Vs30,Distancia_km,Dist_hipocentro,Profundidad,Mw*,PGA_pred,PGA_predlog
1864,19.418,-99.14,32.63318932972712,213.8649,389.12114253467473,389.37291067496034,14,6.8,30.65586,1.4865135
1867,19.293,-99.035,32.823017845092465,264.15567,372.3486913273293,372.61179253101307,14,6.8,30.292942,1.4813415
1871,16.858,-99.894,44.276666314707946,431.98129,221.5601801564685,222.0020572674199,14,6.8,47.27488,1.6746304
1911,16.836,-99.914,35.61953488041968,345.5799,222.69281859670238,223.1324527148478,14,6.8,29.53562,1.4703461
1918,19.421,-99.157,32.823017845092465,236.25122,390.028055367316,390.27923846088726,14,6.8,29.922287,1.4759948
1926,19.418,-99.158,32.823017845092465,229.07602,389.7463529198067,389.9977174475391,14,6.8,29.922287,1.4759948
1938,18.356,-102.293,33.001421872197476,317.28577,534.3245256351535,534.5079033047423,14,6.8,10.423552,1.0180157
1944,19.419,-99.156,32.823017845092465,229.07602,389.7819931992554,390.0333347579209,14,6.8,29.922287,1.4759948
2012,19.48,-98.991,32.823017845092465,184.53062,390.9480927332552,391.19868508440805,14,6.8,32.070187,1.5061015
2096,19.45,-99.144,32.63318932972712,202.45233,392.6425254726177,392.8920370909994,14,6.8,30.65586,1.4865135
2153,19.3728,-99.0983,32.823017845092465,211.91898,382.9157741594945,383.17161964342426,14,6.8,30.65586,1.4865135
2213,17.553,-99.5,33.001421872197476,446.94415,228.57168511768876,229.00003326973527,14,6.8,30.540373,1.4848744
2248,18.045264,-102.188937,33.001421872197476,434.26093,508.44885037197594,508.64155693826666,14,6.8,9.690213,0.9863333
2304,19.422809,-99.159111,32.63318932972712,236.25122,390.29280131572006,390.5438141346911,14,6.8,29.922287,1.4759948
2327,17.045,-100.266,24.810286417881752,223.78697,267.76137611421166,268.1271238397494,14,6.8,35.215935,1.5467392
2335,18.358,-100.658,38.847097797266784,231.70877,383.8222390308735,384.0774806919471,14,6.8,30.64495,1.4863589
2351,16.803,-99.395,44.276666314707946,260.58636,168.72869173724897,169.3085095775271,14,6.8,75.50953,1.8780018
2364,17.328,-101.04,33.001421872197476,389.08398,359.2885808235443,359.56123860922014,14,6.8,17.650093,1.246747
2367,18.009,-102.178,32.823017845092465,283.37213,505.63565642892576,505.8294347428891,14,6.8,14.726647,1.1681039
2371,18.025,-102.204,32.823017845092465,361.84427,509.00753581893287,509.20003095096354,14,6.8,12.095705,1.0826312
2378,17.652,-99.842,33.001421872197476,886.69141,263.84121534873924,264.21238978651206,14,6.8,23.84693,1.3774325
2393,17.542,-101.271,33.001421872197476,302.72543,392.315759517807,392.56547882618736,14,6.8,18.007654,1.2554572
2529,17.344,-100.214,33.001421872197476,535.20764,277.570911717112,277.92375039112574,14,6.8,92.19971,1.9647295
2652,18.011,-101.216,33.001421872197476,449.25885,411.24569611499413,411.4839274784692,14,6.8,15.291671,1.1844549
2665,17.933,-102.2,38.847097797266784,230.4633,504.36416426585794,504.55843090329716,14,6.8,23.060846,1.3628752
2671,17.933,-102.2,38.847097797266784,230.4633,504.36416426585794,504.55843090329716,14,6.8,23.060846,1.3628752
