,Lat,Lon,Suelo,Vs30,Distancia_km,Dist_hipocentro,Profundidad,Mw*,PGA_pred,PGA_predlog
1001,17.048621,-100.267261,33.001421872197476,328.43289,56.68119658820334,58.3845702790605,14,8.1,365.44272,2.5628192
1011,16.86225,-99.87147,54.49238102591826,421.18021,15.691090816412368,21.02879765961194,14,8.1,434.09955,2.6375892
1031,19.501,-99.183,28.63126756125964,229.78658,290.3212851811815,290.65864623171444,14,8.1,47.090282,1.6729313
1041,19.438,-99.182,28.63126756125964,277.33841,283.52264097053984,283.86808193756065,14,8.1,39.288734,1.5942681
1046,19.493,-98.973,38.847097797266784,202.80644,295.5614261856065,295.89281276987737,14,8.1,76.36069,1.8828698
1048,20.682656,-103.377486,24.810286417881752,318.98447,577.0448452193691,577.2146510564728,14,8.1,19.498058,1.2899914
1054,19.402,-99.177,31.57492531477829,291.12793,279.7571747848039,280.10725953387094,14,8.1,39.288734,1.5942681
1069,19.434,-99.165,33.6908274115204,245.22865,283.52929135794415,283.8747242322535,14,8.1,47.785553,1.6792966
1104,19.383,-99.168,28.63126756125964,287.5809,277.94134321633015,278.2937122338517,14,8.1,39.288734,1.5942681
1117,19.393,-99.147,33.6908274115204,232.70119,279.58681137406967,279.9371091769,14,8.1,49.108246,1.6911545
1198,19.4152,-99.1559,32.823017845092465,229.07602,281.7400908155914,282.08771467892336,14,8.1,50.229347,1.7009575
1209,19.475,-99.18,31.57492531477829,256.54367,287.57933783847216,287.91991169701015,14,8.1,46.117874,1.6638693
1224,17.377,-100.577,33.001421872197476,583.00543,101.60575926374317,102.5657365573988,14,8.1,150.31021,2.1769886
1247,18.27607,-103.34879,33.001421872197476,370.02652,424.569093225503,424.79985278048986,14,8.1,31.585432,1.4994868
1264,17.98,-94.541,44.276666314707946,335.6441,592.0459052066675,592.2114097786215,14,8.1,47.643845,1.6780068
1278,19.057785,-98.215377,33.228586399023605,296.51367,290.428117080932,290.7653541795782,14,8.1,38.12885,1.5812536
1289,18.989074,-97.377394,33.001421872197476,524.37073,348.7840896553699,349.06495269036265,14,8.1,40.190018,1.6041182
1349,19.431,-99.813,31.324685757468117,307.74146,275.25705951687274,275.61286039275313,14,8.1,39.288734,1.5942681
1367,19.43,-98.95,32.823017845092465,223.32445,289.6736027241514,290.0117172032701,14,8.1,52.181858,1.7175195
1373,17.346,-100.792,33.001421872197476,567.06512,122.05009559121183,122.85042056836413,14,8.1,128.15831,2.1077468
1382,19.3877,-99.1578,28.63126756125964,261.28577,278.7218352057326,279.07321874456454,14,8.1,47.62247,1.677812
1386,19.33,-99.183,33.001421872197476,367.31436,271.8201985100054,272.18049217021183,14,8.1,36.1404,1.5579929
1393,19.33,-99.183,33.001421872197476,367.31436,271.8201985100054,272.18049217021183,14,8.1,36.1404,1.5579929
1403,19.366,-99.086,32.823017845092465,253.78503,278.4428409710983,278.79457614533385,14,8.1,48.906654,1.689368
1421,19.536,-99.261,33.001421872197476,509.01144,292.32689250199013,292.66194163209894,14,8.1,40.190018,1.6041182
1427,19.326,-99.182,33.001421872197476,393.42136,271.41485643439245,271.7756874580614,14,8.1,38.52696,1.5857648
1436,17.207,-100.758,33.001421872197476,247.09404,113.78153581359328,114.63960001718434,14,8.1,157.39444,2.1969893
1438,17.25267,-99.50587,33.001421872197476,574.36951,43.87350854057614,46.053064519747295,14,8.1,468.69543,2.6708908
1459,19.33,-99.183,33.001421872197476,367.31436,271.8201985100054,272.18049217021183,14,8.1,36.1404,1.5579929
1463,19.4152,-99.1561,38.847097797266784,229.07602,281.7347367307681,282.0823671922001,14,8.1,76.249626,1.8822377
1477,19.188,-99.228,33.001421872197476,527.03186,255.29512316375173,255.67870445384216,14,8.1,47.28399,1.6747141
1488,16.866,-99.863,32.526313765263566,604.19836,14.713488072059763,20.30976935483623,14,8.1,305.18457,2.4845626
1491,19.436,-99.128,32.823017845092465,237.56683,284.7424813874218,285.0864442702708,14,8.1,50.229347,1.7009575
1503,19.33,-99.183,33.001421872197476,367.31436,271.8201985100054,272.18049217021183,14,8.1,36.1404,1.5579929
1539,18.113,-94.391,44.276666314707946,299.77307,611.3625456427955,611.5228223172371,14,8.1,48.155567,1.6826465
1555,19.419,-99.126,32.823017845092465,180.0,282.9680166055018,283.31413381907294,14,8.1,53.077698,1.724912
1575,19.279,-99.008,32.823017845092465,186.07877,271.70936934905103,272.06980977693763,14,8.1,53.077698,1.724912
1589,19.39,-99.132,32.823017845092465,185.36667,279.6792674570241,280.0294496036044,14,8.1,53.077698,1.724912
1626,17.827,-97.727,32.563551389025946,396.59586,246.54605794349527,246.94322968544273,14,8.1,44.89815,1.6522285
1662,17.095,-99.72,33.001421872197476,393.07895,16.280471341037387,21.47216214279176,14,8.1,330.0419,2.518569
1672,19.416,-99.011,32.63318932972712,194.12999,286.1325472354054,286.4748411072454,14,8.1,52.62558,1.7211969
1714,19.406,-99.1,32.823017845092465,180.0,282.31373464589655,282.6606530271125,14,8.1,53.077698,1.724912
1724,19.083,-102.35,38.847097797266784,449.18433,372.14908473948555,372.41232696090606,14,8.1,69.92684,1.844644
1772,19.294,-99.104,32.823017845092465,180.0,270.1942436144343,270.5567025271713,14,8.1,53.077698,1.724912
