Clave,Institucion,Inst,Fecha,Hora_primera_muestra,Magnitud,Escala_magnitud,Calidad,Lat_estacion,Lon_estacion,Lat_epicentro,Lon_epicentro,Suelo,Vs30,Profundidad,PGA_Gal,Distancia_km,Canales,area_integral,Fs_hz,FFT_AmpMax,FFTFreq_AmpMax,FFT_power,FFT_std,FFT_q50,FFT_kurtosis,FFT_skew,Dist_hipocentro,Canal_1,Canal_2,Canal_3,Canal_4,Canal_5,Canal_6,Canal_7,Canal_8,Canal_9,Mw*,date,Filepath
TXCR,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,31:14.8,30/09/1999 16:33,6.5,Mb,A,19.501514,-98.806198,15.95,-97.03,Roca,506.39758,16,2.77,441.5451108,"['N00E', ' V', ' N90E']",13.22708671,100,0.173480229,0.30415681,0.03009539,0.018625016,0.000225134,40.09693694,5.75081276,441.8349068,BHN,BHZ,BHE,-,-,-,-,-,-,6.57,31:14.8,C:\Users\huevo\Downloads\Archivos_Acc\TXCR9909-301
CHFL,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,19/02/2018 06:56,19/02/2018 06:56,6,Mw,A,17.969493,-97.865638,16.2477,-97.775,Roca,494.87073,10.2,2.7783,191.7197357,"['N90E', ' V', ' N00E']",15.06242146,200,0.015096893,1.117021277,0.000227916,0.001666646,3.76E-05,37.3094264,5.69197104,191.9908775,BHE,BHZ,BHN,-,-,-,-,-,-,6,19/02/2018 06:56,C:\Users\huevo\Downloads\Archivos_Acc\CHFL1802-191
SCCB,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,16/02/2018 23:39,16/02/2018 23:41,7.2,Mw,A,16.70858,-92.625515,16.218,-98.0135,Roca,474.86072,16,2.7799,601.5948767,"['N00E', ' N90E', ' V']",34.08067611,200,0.031886109,0.535135135,0.001016724,0.002914735,4.69E-05,82.54460061,8.917077506,601.8076069,BHN,BHE,BHZ,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\SCCB1802-161
SCT2,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,23/09/2017 12:53,23/09/2017 12:54,6.1,Mw,A,19.394694,-99.148678,16.496,-95.146,Arcilla,232.70119,22,2.7931,549.5308826,"['N90E', ' V', ' N00E']",48.60030323,100,0.068736779,0.647798742,0.004724745,0.006463455,0.000253169,73.42511685,8.33278696,549.9710819,BHE,BHZ,BHN,-,-,-,-,-,-,6.1,23/09/2017 12:53,C:\Users\huevo\Downloads\Archivos_Acc\SCT21709-231
PBP2,"BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA, FACULTAD",Benemérita Universidad Autónoma de Puebla,15/11/2012 09:20,15/11/2012 09:20,6.1,Mw,B,19.045439,-98.208468,18.17,-100.52,Terreno libre,334.21683,40,2.8014,274.8466334,"['N90W', ' VERT', ' N00W']",30.1167652,200,0.020727501,1.063492063,0.000429629,0.002737281,2.66E-05,29.81626053,5.363076309,277.742096,BHE,BHN,BHN,-,-,-,-,-,-,6.1,15/11/2012 09:20,C:\Users\huevo\Downloads\Archivos_Acc\PBP21211-151
AL01,CIRES,CIRES,10/09/1993 19:12,10/09/1993 19:12,7.2,Mc,B,19.436,-99.145,14.8,-92.68,"Terreno blando, material compresible",198.69783,34,2.82139,884.6024334,"['S00E', ' +V', ' N90W']",41.33183472,200,0.066853374,0.636160714,0.004469374,0.005967722,0.001360419,84.64808088,9.105903399,885.2555931,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,10/09/1993 19:12,C:\Users\huevo\Downloads\Archivos_Acc\AL0119930910191257
POZU,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,30/06/2010 07:22,30/06/2010 07:22,6,Mw,A,17.09008,-99.59754,16.22,-98.03,Granito,482.82285,8,2.8248,199.3530239,"['N90W', ' VERT', ' N00W']",11.33415705,200,0.017289823,1.167489897,0.000298938,0.002758188,0.000403615,8.718177061,2.77954521,199.5134786,BHE,BHN,BHN,-,-,-,-,-,-,6,30/06/2010 07:22,C:\Users\huevo\Downloads\Archivos_Acc\POZU1006-301
RIOG,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,29/07/2014 10:46,29/07/2014 10:46,6.4,Mw,A,16.01435,-97.43863,17.7,-95.63,Roca,283.59097,117,2.8255,274.913762,"['N90W', ' V', ' N00W']",26.17837854,200,0.014687024,2.319767442,0.000215709,0.002473272,0.000350929,6.918791301,2.557773828,298.775127,BHE,BHZ,BHN,-,-,-,-,-,-,6.4,29/07/2014 10:46,C:\Users\huevo\Downloads\Archivos_Acc\RIOG1407-291
EX09,CIRES,CIRES,10/09/1993 19:12,16:03.6,7.2,Mc,A,19.424,-99.16,14.8,-92.68,Estructura,236.25122,34,2.83,885.1826835,"['N17W;+T', ' +V;V', ' S73W;+L']",47.22647825,100,0.107218851,0.528208586,0.011495882,0.010684359,0.001250406,62.34006221,7.662722429,885.8354154,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,10/09/1993 19:12,C:\Users\huevo\Downloads\Archivos_Acc\EX0919930910191257
NUX2,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,16/02/2018 23:39,16/02/2018 23:40,7.2,Mw,A,17.216711,-100.79117,16.218,-98.0135,Roca,392.71118,16,2.8343,328.2204935,"['N90E', ' V', ' N00E']",23.94811048,200,0.034554203,0.909836066,0.001193993,0.004116142,6.16E-05,35.11677445,5.76760394,328.6102439,BHE,BHZ,BHN,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\NUX21802-161
OZST,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,21/05/2018 02:15,21/05/2018 02:15,5,Mw,A,18.860758,-97.094119,17.0585,-98.6643,Blando,609.1994,36.2,2.8497,265.7908175,"['V', ' N00E', ' N90E']",26.26985362,100,0.034387684,2.255813953,0.001182513,0.004765838,0.001354168,19.08191561,3.923234869,268.2446619,BHZ,BHN,BHE,-,-,-,-,-,-,5,21/05/2018 02:15,C:\Users\huevo\Downloads\Archivos_Acc\OZST1805-211
UNIO,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,39:19.3,08/10/2001 03:39,5.6,Mb,A,17.98762,-101.810623,16.94,-100.14,No clasificado,368.97467,4,2.8511,219.2680733,"['N90W', ' V', ' N00W']",11.41733189,200,0.027584075,1.733102253,0.000760881,0.004185128,9.45E-05,14.1472771,3.684522565,219.3045552,BHE,BHZ,BHN,-,-,-,-,-,-,5.49,39:19.3,C:\Users\huevo\Downloads\Archivos_Acc\UNIO0110-081
CUP5,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,11/04/2012 22:55,11/04/2012 22:56,6.4,Mw,A,19.33024,-99.181076,17.9,-103.06,Roca,367.31436,16,2.8519,459.7024425,"['N90W', ' V', ' N00W']",24.85338441,100,0.040374418,0.503597122,0.001630094,0.004681958,0.000228965,35.6747896,5.733622204,459.9807992,BHE,BHZ,BHN,-,-,-,-,-,-,6.4,11/04/2012 22:55,C:\Users\huevo\Downloads\Archivos_Acc\CUP51204-111
OZST,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,01/02/2019 16:14,01/02/2019 16:16,6.5,Mw,A,18.860758,-97.094119,14.5818,-92.4807,Blando,609.1994,76.2,2.8625,699.6725145,"['V', ' N00E', ' N90E']",47.81289347,100,0.036712546,0.97740113,0.001347811,0.004707127,0.001581082,21.51640806,4.295611604,703.8096813,BHZ,BHN,BHE,-,-,-,-,-,-,6.5,01/02/2019 16:14,C:\Users\huevo\Downloads\Archivos_Acc\OZST1902-011
CUP3,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,09/10/1995 15:35,38:37.5,6.5,Mb,S/C,19.33,-99.183,18.74,-104.67,Roca,367.31436,5,2.87,613.6435731,"['V', ' N90E', ' N00E']",18.8687319,100,0.138101195,0.37593985,0.01907194,0.01538725,0.001552469,42.28251554,6.310136309,613.6639429,BHZ,BHE,BHN,-,-,-,-,-,-,6.57,09/10/1995 15:35,C:\Users\huevo\Downloads\Archivos_Acc\CUP39510-091
OXJM,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,19/02/2018 06:56,19/02/2018 06:57,6,Mw,A,16.445191,-95.444705,16.2477,-97.775,Roca,384.52698,10.2,2.8733,260.045863,"['N90E', ' V', ' N00E']",20.86469824,200,0.024149081,2.583333333,0.000583178,0.003780876,5.28E-05,17.15057229,4.154499949,260.2458277,BHE,BHZ,BHN,-,-,-,-,-,-,6,19/02/2018 06:56,C:\Users\huevo\Downloads\Archivos_Acc\OXJM1802-191
PANG,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,25/02/2011 13:07,25/02/2011 13:08,6,Mw,A,15.666837,-96.490506,17.73,-95.21,Roca,498.83792,135,2.8743,270.0076851,"['N90W', ' V', ' N00W']",15.43554268,100,0.015264996,2.8,0.00023302,0.003300218,0.001031916,1.250392779,1.425683025,301.8760507,BHE,BHZ,BHN,-,-,-,-,-,-,6,25/02/2011 13:07,C:\Users\huevo\Downloads\Archivos_Acc\PANG1102-251
TOTO,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,15/11/2012 09:20,15/11/2012 09:20,6.1,Mw,A,19.330241,-98.256828,18.17,-100.52,Roca,590.98724,40,2.8752,282.7961921,"['N00W', ' N90W', ' V']",54.11674377,200,0.022557799,1.512820513,0.000508854,0.003396535,3.92E-05,27.31460035,5.270892308,285.6110751,BHN,BHE,BHZ,-,-,-,-,-,-,6.1,15/11/2012 09:20,C:\Users\huevo\Downloads\Archivos_Acc\TOTO1211-151
PUVA,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,18/04/2014 14:27,18/04/2014 14:29,7.2,Mw,A,20.626163,-105.219166,17.18,-101.19,Roca,625.00989,10,2.8774,589.5451591,"['N00W', ' N90W', ' V']",26.7474772,100,0.025416908,0.856236154,0.000646019,0.004001466,0.000128764,19.50230491,4.470551689,589.6299641,BHN,BHE,BHZ,-,-,-,-,-,-,7.2,18/04/2014 14:27,C:\Users\huevo\Downloads\Archivos_Acc\PUVA1404-181
TOTO,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,12/02/2008 12:50,12/02/2008 12:51,6.6,Mw,A,19.330241,-98.256828,16.19,-94.54,No clasificado,590.98724,90,2.8876,541.0512915,"['N00W', ' N90W', ' V']",62.43685337,200,0.027368109,1.095194635,0.000749013,0.003277111,4.21E-05,40.41290377,6.280589693,548.4856425,BHN,BHE,BHZ,-,-,-,-,-,-,6.6,12/02/2008 12:50,C:\Users\huevo\Downloads\Archivos_Acc\TOTO0802-121
SXPU,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,23/09/2017 12:53,54:15.9,6.1,Mw,A,19.039943,-98.215087,16.496,-95.146,Travertino,364.50735,22,2.8894,443.2612612,"['V', ' N00E', ' N90E']",29.77955078,100,0.056116545,1.223140496,0.003149067,0.006572167,0.000514863,36.98935856,5.839779316,443.8068788,BHZ,BHN,BHE,-,-,-,-,-,-,6.1,23/09/2017 12:53,C:\Users\huevo\Downloads\Archivos_Acc\SXPU1709-231
OZST,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,15/11/2012 09:20,15/11/2012 09:20,6.1,Mw,A,18.860758,-97.094119,18.17,-100.52,Blando,609.1994,40,2.8977,388.6068941,"['VERT', ' N00E', ' N90E']",34.00638117,100,0.035305731,1,0.001246495,0.004434507,0.000227677,23.15649757,4.509245055,390.6601057,BHN,BHN,BHE,-,-,-,-,-,-,6.1,15/11/2012 09:20,C:\Users\huevo\Downloads\Archivos_Acc\OZST1211-151
COLL,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,18/04/2014 14:27,18/04/2014 14:28,7.2,Mw,A,19.190906,-104.680633,17.18,-101.19,Roca,409.68088,10,2.9155,447.9411609,"['N00W', ' N90W', ' V']",32.69176663,200,0.023773539,1.698663504,0.000565181,0.003540558,0.000103461,15.39028869,3.824690689,448.0527688,BHN,BHE,BHZ,-,-,-,-,-,-,7.2,18/04/2014 14:27,C:\Users\huevo\Downloads\Archivos_Acc\COLL1404-181
EX12,CIRES,CIRES,10/09/1993 19:12,10/09/1993 19:16,7.2,Mc,A,19.424,-99.16,14.8,-92.68,Estructura,236.25122,34,2.91902,885.1826835,"['N17W;+T', ' +V;+V', ' S73W;+L']",58.38808336,100,0.086081568,0.507863696,0.007410036,0.008206824,0.001017351,71.7876413,8.286100882,885.8354154,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,10/09/1993 19:12,C:\Users\huevo\Downloads\Archivos_Acc\EX1219930910191257
OXAE,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,16/10/2008 19:41,16/10/2008 19:42,6.6,Mw,A,17.001551,-96.721608,13.87,-92.5,Blando,242.76225,23,2.9315,584.4727904,"['N00W', ' N90W', ' V']",34.41101041,200,0.039560531,1.398645655,0.001565036,0.003742368,0.00012851,74.48484251,8.451081601,584.9251599,BHN,BHE,BHZ,-,-,-,-,-,-,6.6,16/10/2008 19:41,C:\Users\huevo\Downloads\Archivos_Acc\OXAE0810-161
SLU2,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,16/02/2018 23:39,16/02/2018 23:40,7.2,Mw,A,17.280802,-100.935496,16.218,-98.0135,Roca,318.23975,16,2.9391,345.7359198,"['N90E', ' V', ' N00E']",22.13717489,200,0.030282273,0.827067669,0.000917016,0.003314563,4.69E-05,41.75643004,6.128877643,346.1059466,BHE,BHZ,BHN,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\SLU21802-161
CE23,CIRES,CIRES,13/01/2001 17:33,13/01/2001 17:39,7.6,Mc,B,19.462,-99.064,13.15,-89.94,"Terreno blando, material compresible",234.37749,10,2.93964,1233.656064,"['N00E', ' +V', ' N90E']",68.40678072,200,0.039435952,0.359122984,0.001555194,0.003291127,0.000431363,106.0457861,10.1881871,1233.696593,BHN,BHZ,BHE,-,-,-,-,-,-,7.746,13/01/2001 17:33,C:\Users\huevo\Downloads\Archivos_Acc\CE2320010113173346
PHPU,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,20/03/2021 03:06,20/03/2021 03:06,5.7,Mw,A,19.044223,-98.168466,16.45,-98.97,Suelo,336.14273,19,2.9517,301.9193029,"['ENZ', ' ENN', ' ENE']",25.11282267,100,0.008064751,0.984682713,6.50E-05,0.001379583,0.000476274,12.39799891,3.609054198,302.516554,BHZ, ENN, ENE,-,-,-,-,-,-,5.7,20/03/2021 03:06,C:\Users\huevo\Downloads\Archivos_Acc\PHPU2103-201
PZPU,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,10/05/2014 07:36,36:14.8,6.1,Mw,A,19.055379,-98.227092,17.06,-100.95,Roca,354.87314,12,2.9612,375.367544,"['V', ' N90W', ' N00W']",40.75474814,200,0.028765895,1.180904523,0.000827477,0.003239573,8.53E-05,46.35230845,6.654327608,375.559307,BHZ,BHE,BHN,-,-,-,-,-,-,6.1,10/05/2014 07:36,C:\Users\huevo\Downloads\Archivos_Acc\PZPU1405-101
PZPU,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,19/02/2018 06:56,57:35.3,6,Mw,A,19.055379,-98.227092,16.2477,-97.775,Roca,354.87314,10.2,2.9677,316.2210201,"['V', ' N00E', ' N90E']",34.30061312,200,0.054063432,1.256198347,0.002922855,0.005833086,9.48E-05,50.44801856,6.918539698,316.3854826,BHZ,BHN,BHE,-,-,-,-,-,-,6,19/02/2018 06:56,C:\Users\huevo\Downloads\Archivos_Acc\PZPU1802-191
SJAL,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,07/06/2016 10:51,07/06/2016 10:51,6.1,Mw,A,18.585371,-103.670344,18.23,-105.38,Roca,619.92047,16,2.9682,194.168508,"['N00E', ' N90E', ' V']",10.18844393,200,0.021151932,7.459459459,0.000447404,0.002377569,0.000156568,36.89093968,5.519904207,194.826614,BHN,BHE,BHZ,-,-,-,-,-,-,6.1,07/06/2016 10:51,C:\Users\huevo\Downloads\Archivos_Acc\SJAL1606-071
CHFL,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,54:21.3,14/06/2004 22:55,5.6,Mb,A,17.969493,-97.865638,16.22,-98.16,Roca,494.87073,10,2.9774,197.2691612,"['N90W', ' V', ' N00W']",9.162997277,200,0.041386956,1.148691768,0.00171288,0.005918077,0.000119369,19.08011981,4.181624586,197.5224594,BHE,BHZ,BHN,-,-,-,-,-,-,5.49,54:21.3,C:\Users\huevo\Downloads\Archivos_Acc\CHFL0406-141
CA59,CIRES,CIRES,07/11/2012 16:35,07/11/2012 16:39,7.3,Mc,A,19.4258,-99.1183,14.02,-92.31,"Terreno blando, material compresible",204.38908,17,2.97823,966.6646492,"['S00E', ' +V', ' N90W']",98.83817936,100,0.044202522,0.465408805,0.001953863,0.004223368,0.000229636,72.26267395,8.325832234,966.8141207,BHN,BHZ,BHE,-,-,-,-,-,-,7.428,07/11/2012 16:35,C:\Users\huevo\Downloads\Archivos_Acc\CA5920121107163550
TEAC,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,09/10/1995 15:35,38:10.9,6.5,Mb,S/C,18.61763,-99.454086,18.74,-104.67,Roca,442.72336,5,2.98,580.1427646,"['N90E', ' V', ' N00E']",42.35949034,200,0.033857215,0.573031336,0.001146311,0.003403783,4.41E-05,60.61644175,7.608728661,580.1643106,BHE,BHZ,BHN,-,-,-,-,-,-,6.57,09/10/1995 15:35,C:\Users\huevo\Downloads\Archivos_Acc\TEAC9510-091
TXCR,INSTITUTO DE INGENIERIA,Instituto de Ingeniería UNAM,39:19.3,08/10/2001 03:40,5.6,Mb,A,19.501514,-98.806198,16.94,-100.14,Roca,506.39758,4,2.98,321.1278227,"['V', ' N90E', ' N00E']",6.782678153,100,0.073398713,3.397804496,0.005387371,0.012035605,0.012204117,4.996420738,2.362821072,321.1527339,BHZ,BHE,BHN,-,-,-,-,-,-,5.49,39:19.3,C:\Users\huevo\Downloads\Archivos_Acc\TXCR0110-081
CE23,CIRES,CIRES,07/11/2012 16:35,07/11/2012 16:39,7.3,Mc,A,19.4619,-99.0642,14.02,-92.31,"Terreno blando, material compresible",234.37749,17,2.99359,964.4741318,"['S00E', ' +V', ' N90W']",129.78875,100,0.035365798,0.33553635,0.00125074,0.003180637,0.000408412,84.28679094,9.071783598,964.6239427,BHN,BHZ,BHE,-,-,-,-,-,-,7.428,07/11/2012 16:35,C:\Users\huevo\Downloads\Archivos_Acc\CE2320121107163550
TE07,CIRES (FICA),CIRES,41:47.7,09/08/2000 11:42,6.1,Mb,B,19.427,-99.222,17.99,-102.66,"Terreno firme, materiales compactos",422.60956,16,2.99397,414.3382121,"['N00E', ' +V', ' N90E']",43.57563927,200,0.03010373,0.688120861,0.000906235,0.00289485,0.000515087,65.13794044,7.863229057,414.6470234,BHN,BHZ,BHE,-,-,-,-,-,-,6.09,41:47.7,C:\Users\huevo\Downloads\Archivos_Acc\TE0720000809114147
EX09,CIRES,CIRES,13/01/2001 17:33,13/01/2001 17:39,7.6,Mc,A,19.424,-99.16,13.15,-89.94,Estructura,236.25122,10,3.0099,1240.067611,"['N17W;+T', ' +V;+V', ' S73W;+L']",62.73610329,100,0.046775979,0.427370948,0.002187992,0.004264276,0.000797224,80.89659515,8.900973758,1240.107931,BHN,BHZ,BHE,-,-,-,-,-,-,7.746,13/01/2001 17:33,C:\Users\huevo\Downloads\Archivos_Acc\EX0920010113173346
CI05,CIRES,CIRES,13/01/2001 17:33,13/01/2001 17:39,7.6,Mc,B,19.419,-99.165,13.15,-89.94,"Terreno blando, material compresible",240.32341,10,3.01309,1240.214719,"['N00E', ' +V', ' N90E']",60.44418514,200,0.029414404,0.555227987,0.000865207,0.002584206,0.000473943,89.60446144,9.391541072,1240.255034,BHN,BHZ,BHE,-,-,-,-,-,-,7.746,13/01/2001 17:33,C:\Users\huevo\Downloads\Archivos_Acc\CI0520010113173346
OCLL,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,08/05/2016 07:33,08/05/2016 07:34,6,Mw,A,17.036585,-99.878515,16.25,-97.98,Roca,483.76218,35,3.0144,228.5069302,"['N90E', ' V', ' N00E']",9.702952253,200,0.023161737,2.118811881,0.000536466,0.002825364,6.05E-05,33.58888482,5.605707126,231.1718347,BHE,BHZ,BHN,-,-,-,-,-,-,6,08/05/2016 07:33,C:\Users\huevo\Downloads\Archivos_Acc\OCLL1605-081
SXPU,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,10/05/2014 07:36,36:50.1,6.1,Mw,A,19.039943,-98.215087,17.06,-100.95,Travertino,364.50735,12,3.015,375.4360196,"['V', ' N90W', ' N00W']",41.76165785,200,0.063831358,0.94210983,0.004074442,0.006071855,0.000130848,69.1149474,8.015918511,375.6277476,BHZ,BHE,BHN,-,-,-,-,-,-,6.1,10/05/2014 07:36,C:\Users\huevo\Downloads\Archivos_Acc\SXPU1405-101
XALA,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,08/05/2014 17:00,08/05/2014 17:00,6.4,Mw,A,19.529875,-96.901973,17.11,-100.87,Roca,470.97733,17,3.0246,516.7996766,"['V', ' N00E', ' N90E']",52.16502327,100,0.032171324,0.510955769,0.001034994,0.00331449,0.000133676,52.65535513,6.981519906,517.0792065,BHZ,BHN,BHE,-,-,-,-,-,-,6.4,08/05/2014 17:00,C:\Users\huevo\Downloads\Archivos_Acc\XALA1405-081
TXCR,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,18/04/2014 14:27,18/04/2014 14:28,7.2,Mw,B,19.501514,-98.806198,17.18,-101.19,Roca,506.39758,10,3.042,369.9958193,"['V', ' N90E', ' N00E']",20.57168694,250,0.025703689,1.059957602,0.00066068,0.003687268,7.66E-05,18.16052574,4.226509089,370.1309313,BHZ,BHE,BHN,-,-,-,-,-,-,7.2,18/04/2014 14:27,C:\Users\huevo\Downloads\Archivos_Acc\TXCR1404-181
CUP5,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,21/08/2013 12:38,21/08/2013 12:38,6,Mw,A,19.33024,-99.181076,16.79,-99.56,Roca,367.31436,20,3.0545,285.5870754,"['N90W', ' V', ' N00W']",37.41424075,100,0.032851794,0.611988416,0.00107924,0.00467337,0.000155325,19.03891827,4.170458732,286.2865307,BHE,BHZ,BHN,-,-,-,-,-,-,6,21/08/2013 12:38,C:\Users\huevo\Downloads\Archivos_Acc\CUP51308-211
URUA,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,16/02/2018 23:39,16/02/2018 23:41,7.2,Mw,A,19.421758,-102.074059,16.218,-98.0135,Roca,514.78662,16,3.065,575.1283285,"['N90E', ' V', ' N00E']",36.61489018,100,0.041324759,0.684782609,0.001707736,0.00486338,0.000110617,41.60986871,6.267931917,575.3508445,BHE,BHZ,BHN,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\URUA1802-161
VG09,CIRES,CIRES,07/11/2012 16:35,07/11/2012 16:39,7.3,Mc,A,19.4539,-99.1225,14.02,-92.31,"Terreno blando, material compresible",203.77805,17,3.06787,968.9757417,"['S00E', ' +V', ' N90W']",95.37914202,100,0.064213654,0.555555556,0.004123393,0.006007126,0.000216258,78.01053969,8.698262198,969.1248568,BHN,BHZ,BHE,-,-,-,-,-,-,7.428,07/11/2012 16:35,C:\Users\huevo\Downloads\Archivos_Acc\VG0920121107163550
XALA,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,18/04/2014 14:27,18/04/2014 14:27,7.2,Mw,A,19.529875,-96.901973,17.18,-101.19,Roca,470.97733,10,3.0696,543.7089425,"['V', ' N00E', ' N90E']",58.63106044,100,0.029543471,0.504599858,0.000872817,0.003309253,7.86E-05,40.44818712,6.060918977,543.8008957,BHZ,BHN,BHE,-,-,-,-,-,-,7.2,18/04/2014 14:27,C:\Users\huevo\Downloads\Archivos_Acc\XALA1404-181
CUP5,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,02/04/2012 17:36,02/04/2012 17:37,6,Mw,A,19.33024,-99.181076,16.27,-98.47,Roca,367.31436,10,3.0787,349.3485146,"['N90W', ' V', ' N00W']",33.93619214,100,0.033993113,0.532544379,0.001155532,0.004234122,0.000161955,27.35047635,4.906413667,349.4916089,BHE,BHZ,BHN,-,-,-,-,-,-,6,02/04/2012 17:36,C:\Users\huevo\Downloads\Archivos_Acc\CUP51204-021
FEPP,"BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA, FACULTAD",Benemérita Universidad Autónoma de Puebla,21/08/2013 12:38,21/08/2013 12:39,6,Mw,B,19.001705,-98.197611,16.79,-99.56,Relleno semicompactado,246.75246,20,3.085,288.844585,"['V', ' N00W', ' N90W']",23.1667265,250,0.072837285,1.202898551,0.00530527,0.007030926,0.000504811,65.8094033,7.859951439,289.536171,BHZ,BHN,BHE,-,-,-,-,-,-,6,21/08/2013 12:38,C:\Users\huevo\Downloads\Archivos_Acc\FEPP1308-211
SCRU,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,07/09/2013 00:13,07/09/2013 00:14,6.1,Mw,A,16.187519,-95.209239,14.34,-92.26,Roca,530.66547,69,3.0898,386.9733141,"['N00W', ' N90W', ' V']",28.92450412,200,0.015024531,7.328613134,0.000225737,0.003192577,0.000271412,3.900521535,2.189700014,393.0767684,BHN,BHE,BHZ,-,-,-,-,-,-,6.1,07/09/2013 00:13,C:\Users\huevo\Downloads\Archivos_Acc\SCRU1309-071
CHFL,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,13/04/2007 05:42,13/04/2007 05:42,6.3,Mw,A,17.969493,-97.865638,17.09,-100.44,Roca,494.87073,41,3.0946,302.500225,"['N90W', ' V', ' N00W']",17.25092757,200,0.037782294,1.316701317,0.001427502,0.004116262,4.31E-05,47.66087226,6.595479383,305.2660907,BHE,BHZ,BHN,-,-,-,-,-,-,6.3,13/04/2007 05:42,C:\Users\huevo\Downloads\Archivos_Acc\CHFL0704-131
COMD,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,11/04/2012 22:55,11/04/2012 22:55,6.4,Mw,A,18.122359,-100.523804,17.9,-103.06,Roca,436.80292,16,3.0969,283.0939326,"['N90W', ' V', ' N00W']",18.26406144,200,0.018856853,1.126865672,0.000355581,0.002718092,7.44E-05,16.91802488,3.964149463,283.5457188,BHE,BHZ,BHN,-,-,-,-,-,-,6.4,11/04/2012 22:55,C:\Users\huevo\Downloads\Archivos_Acc\COMD1204-111
TEJU,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,11/04/2012 22:55,11/04/2012 22:55,6.4,Mw,A,18.904051,-100.159615,17.9,-103.06,Roca,480.46762,16,3.0977,341.286041,"['N00W', ' N90W', ' V']",15.82162191,100,0.018230227,2.008264463,0.000332341,0.003929175,0.000167147,5.400959503,2.517479577,341.6608871,BHN,BHE,BHZ,-,-,-,-,-,-,6.4,11/04/2012 22:55,C:\Users\huevo\Downloads\Archivos_Acc\TEJU1204-111
