Clave,Institucion,Inst,Fecha,Hora_primera_muestra,Magnitud,Escala_magnitud,Calidad,Lat_estacion,Lon_estacion,Lat_epicentro,Lon_epicentro,Suelo,Vs30,Profundidad,PGA_Gal,Distancia_km,Canales,area_integral,Fs_hz,FFT_AmpMax,FFTFreq_AmpMax,FFT_power,FFT_std,FFT_q50,FFT_kurtosis,FFT_skew,Dist_hipocentro,Canal_1,Canal_2,Canal_3,Canal_4,Canal_5,Canal_6,Canal_7,Canal_8,Canal_9,Mw*,date,Filepath
CUP4,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,04:30.5,05:00.4,6.4,Mb,S/C,19.33,-99.183,16.31,-98.88,Roca,367.31436,22,12.42,337.4946256,"['N00E', ' V', ' N90E']",114.101581,100,0.033815308,0.446627959,0.001143475,0.003643162,7.28E-05,44.3267391,6.284444803,338.2109139,BHN,BHZ,BHE,-,-,-,-,-,-,6.45,04:30.5,C:\Users\huevo\Downloads\Archivos_Acc\CUP49509-141
CUMV,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,37:18.4,21/09/1985 01:38,6.3,Mb,A,19.33,-99.183,18.021,-101.479,Roca,367.31436,15,12.44,293.8807847,"['V', ' S90W', ' S00W']",62.35173136,100,0.593291817,1.189358372,0.35199518,0.084765398,0.007953059,18.5893292,4.203577181,294.263344,BHZ,BHE,BHN,-,-,-,-,-,-,6.33,37:18.4,C:\Users\huevo\Downloads\Archivos_Acc\CUMV8509-211
COYC,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,04:30.5,14/09/1995 14:05,6.4,Mb,S/C,16.997788,-100.089963,16.31,-98.88,Roca,196.53853,22,12.44,154.7593225,"['V', ' N90E', ' N00E']",55.32504281,100,0.271466436,0.888252149,0.073694026,0.062595679,0.008691737,2.028611233,1.851357995,156.3152197,BHZ,BHE,BHN,-,-,-,-,-,-,6.45,04:30.5,C:\Users\huevo\Downloads\Archivos_Acc\COYC9509-141
OXBJ,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,12/02/2008 12:50,12/02/2008 12:50,6.6,Mw,A,17.067337,-96.723804,16.19,-94.54,Roca,451.50266,90,12.4801,261.6915384,"['N90W', ' V', ' N00W']",65.45991719,200,0.0505266,1.080587065,0.002552937,0.007361191,0.000220183,14.28313065,3.571012083,276.7353633,BHE,BHZ,BHN,-,-,-,-,-,-,6.6,12/02/2008 12:50,C:\Users\huevo\Downloads\Archivos_Acc\OXBJ0802-121
MT50,CIRES,CIRES,08/09/2017 04:49,08/09/2017 04:51,8.2,Mc,A,19.4253,-99.19,14.76,-94.1,"Arenoso, limoso, compacto",313.69501,45,12.48899,767.7534498,"['N00E', ' +V', ' N90W']",217.2067363,100,0.094952552,0.44966443,0.009015987,0.012881546,0.000309203,22.23532932,4.633857366,769.0711018,BHN,BHZ,BHE,-,-,-,-,-,-,8.382,08/09/2017 04:49,C:\Users\huevo\Downloads\Archivos_Acc\MT5020170908044917
COPL,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,21/08/2013 12:38,21/08/2013 12:37,6,Mw,A,16.61081,-98.98399,16.79,-99.56,Roca,288.94928,20,12.5526,67.07705007,"['N90W', ' V', ' N00W']",41.20291803,200,0.051383701,3.513157895,0.002640285,0.007351983,0.000311875,15.89180216,3.64256643,69.99521874,BHE,BHZ,BHN,-,-,-,-,-,-,6,21/08/2013 12:38,C:\Users\huevo\Downloads\Archivos_Acc\COPL1308-211
NILT,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,21/01/2012 18:47,21/01/2012 18:46,6,Mw,A,16.565153,-94.616947,14.74,-93.24,Roca,324.77359,16,12.6493,254.2249307,"['N90W', ' V', ' N00W']",100.6123067,200,0.048848776,5.428571429,0.002386203,0.009140591,9.42E-05,7.631568631,2.801020711,254.7279243,BHE,BHZ,BHN,-,-,-,-,-,-,6,21/01/2012 18:47,C:\Users\huevo\Downloads\Archivos_Acc\NILT1201-211
OXJM,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,01/02/2019 16:14,01/02/2019 16:14,6.5,Mw,A,16.445191,-95.444705,14.5818,-92.4807,Roca,384.52698,76.2,12.6522,389.3021805,"['N90E', ' V', ' N00E']",89.06062129,200,0.07092237,2.2875,0.005029983,0.011054906,5.86E-05,15.65581903,3.896104366,396.6895862,BHE,BHZ,BHN,-,-,-,-,-,-,6.5,01/02/2019 16:14,C:\Users\huevo\Downloads\Archivos_Acc\OXJM1902-011
CU02,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,29:00.4,25/04/1989 14:30,6.3,Mb,A,19.33,-99.183,16.603,-99.4,Roca,367.31436,19,12.68,304.1870882,"['V', ' N90E', ' N00E']",69.97659541,100,0.448196852,0.615690169,0.200880418,0.04844881,0.001399364,50.06114472,6.870154747,304.7798953,BHZ,BHE,BHN,-,-,-,-,-,-,6.33,29:00.4,C:\Users\huevo\Downloads\Archivos_Acc\CU028904-251
IM40,CIRES,CIRES,20/03/2012 18:02,20/03/2012 18:03,7.4,Mc,A,19.3428,-99.2032,16.25,-98.52,"Arenoso, limoso, compacto",415.6842,16,12.68658,352.1944435,"['N00E', ' +V', ' N90W']",160.0959602,100,0.161372644,0.499314129,0.02604113,0.020017543,0.000909119,26.12463089,4.797709165,352.5576918,BHN,BHZ,BHE,-,-,-,-,-,-,7.534,20/03/2012 18:02,C:\Users\huevo\Downloads\Archivos_Acc\IM4020120320180247
SJLL,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,29/07/2014 10:46,29/07/2014 10:46,6.4,Mw,A,16.657822,-98.498463,17.7,-95.63,Roca,317.31677,117,12.7338,339.3580054,"['N00W', ' N90W', ' V']",128.877939,200,0.089524308,6.36246257,0.008014602,0.012758648,0.001073973,21.01209818,4.267413513,358.9607999,BHN,BHE,BHZ,-,-,-,-,-,-,6.4,29/07/2014 10:46,C:\Users\huevo\Downloads\Archivos_Acc\SJLL1407-291
TAJN,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,07/04/2011 13:11,07/04/2011 13:13,6.7,Mw,B,14.922677,-92.270957,17.2,-94.34,Blando,403.9751,167,12.8023,342.1325124,"['V', ' N90E', ' N00E']",67.86720409,100,0.13156883,3.967741935,0.017310357,0.021460449,0.001918006,10.68532978,3.22600583,380.7146649,BHZ,BHE,BHN,-,-,-,-,-,-,6.7,07/04/2011 13:11,C:\Users\huevo\Downloads\Archivos_Acc\TAJN1104-071
TP13,CIRES,CIRES,18/04/2014 14:27,18/04/2014 14:28,7.2,Mc,A,19.2922,-99.1708,17.01,-101.46,"Terreno firme, materiales compactos",366.55466,18,12.81851,359.4344547,"['S00E', ' +V', ' N90W']",184.8682968,100,0.082129946,0.693379791,0.006745328,0.013939871,0.000401692,14.70353519,3.851957479,359.8848805,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,18/04/2014 14:27,C:\Users\huevo\Downloads\Archivos_Acc\TP1320140418142721
RFPP,BENEMERITA UNIVERSIDAD AUTONOMA DE,Benemérita Universidad Autónoma de Puebla,29/07/2014 10:46,29/07/2014 10:47,6.4,Mw,B,19.043493,-98.191493,17.7,-95.63,Estructura,285.66913,117,12.8255,321.624857,"['V', ' N90E', ' N00E']",85.70101591,100,0.215631882,1.445957344,0.046497109,0.03300595,0.002135652,14.50048158,3.846523723,342.2448665,BHZ,BHE,BHN,-,-,-,-,-,-,6.4,29/07/2014 10:46,C:\Users\huevo\Downloads\Archivos_Acc\RFPP1407-291
EX12,CIRES,CIRES,41:47.7,09/08/2000 11:43,6.1,Mb,A,19.424,-99.16,17.99,-102.66,Estructura,236.25122,16,12.84096,420.58084,"['N17W;+T', ' +V;+V', ' S73W;+L']",269.2132708,100,0.223996238,0.466346154,0.050174314,0.021661359,0.000807268,63.76348933,7.668854298,420.885071,BHN,BHZ,BHE,-,-,-,-,-,-,6.09,41:47.7,C:\Users\huevo\Downloads\Archivos_Acc\EX1220000809114147
SNJE,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,10/05/2014 07:36,10/05/2014 07:35,6.1,Mw,A,18.535047,-101.323693,17.06,-100.95,Roca,239.8848,12,12.8476,169.1994445,"['N00W', ' N90W', ' V']",37.69971976,200,0.035062247,2.226124222,0.001229361,0.006242249,0.000270774,9.190573604,3.012441443,169.624444,BHN,BHE,BHZ,-,-,-,-,-,-,6.1,10/05/2014 07:36,C:\Users\huevo\Downloads\Archivos_Acc\SNJE1405-101
BA49,CIRES,CIRES,06:34.5,22/01/2003 02:11,6.5,Mb,B,19.41,-99.145,18.6,-104.22,"Terreno blando, material compresible",206.64183,9,12.88653,571.4567324,"['N00E', ' +V', ' N90E']",212.7559575,200,0.050112257,0.429300743,0.002511238,0.004335931,0.000342627,98.16625084,9.781659888,571.5275995,BHN,BHZ,BHE,-,-,-,-,-,-,6.57,06:34.5,C:\Users\huevo\Downloads\Archivos_Acc\BA4920030122020634
SMLC,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,19/09/2017 18:14,19/09/2017 18:14,7.1,Mw,A,16.654971,-96.729233,18.3353,-98.6763,Roca,324.49927,38.5,12.89,285.9801947,"['N90E', ' V', ' N00E']",101.1986383,200,0.054211529,1.123809524,0.00293889,0.008383834,0.000673516,11.82357713,3.255832081,288.5600835,BHE,BHZ,BHN,-,-,-,-,-,-,7.1,19/09/2017 18:14,C:\Users\huevo\Downloads\Archivos_Acc\SMLC1709-191
CDAF,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,07:18.9,09:21.0,6.2,Mb,A,19.366,-99.086,18.024,-103.057,Arcilla,253.78503,20,12.9,466.0885573,"['+V', ' N90E', ' N00E']",106.6279048,100,0.752840339,0.439422473,0.566768576,0.068590444,0.005852138,79.35020507,8.69816801,466.5174629,BHZ,BHE,BHN,-,-,-,-,-,-,6.21,07:18.9,C:\Users\huevo\Downloads\Archivos_Acc\CDAF8604-301
MIHL,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,07/04/2011 13:11,07/04/2011 13:10,6.7,Mw,A,17.988778,-94.54387,17.2,-94.34,Blando,300.62491,167,12.9447,90.59034381,"['N00W', ' N90W', ' V']",159.8780246,100,0.085353683,1.416289593,0.007285251,0.013909955,0.002100032,10.93016853,3.237055832,189.988448,BHN,BHE,BHZ,-,-,-,-,-,-,6.7,07/04/2011 13:11,C:\Users\huevo\Downloads\Archivos_Acc\MIHL1104-071
EO30,CIRES,CIRES,30/09/1999 16:31,30/09/1999 16:32,7.4,Mc,A,19.389,-99.177,16.05,-97.004,Transicion,296.44852,39,12.96197,442.9809638,"['N00E', ' +V', ' N90W']",210.9473042,100,0.186079932,1.6448,0.034625741,0.030179374,0.00118005,16.26771755,4.138886751,444.694428,BHN,BHZ,BHE,-,-,-,-,-,-,7.534,30/09/1999 16:31,C:\Users\huevo\Downloads\Archivos_Acc\EO3019990930163113
S260,CIRES,CIRES,20/03/2012 18:02,20/03/2012 18:04,7.4,Mc,A,19.393,-99.147,16.25,-98.52,Alto riesgo sismico,232.70119,16,12.96767,356.3719836,"['N00E', ' +V', ' N90W']",150.0119553,100,0.079388311,0.503937008,0.006302504,0.009257311,0.000893203,35.28291552,5.695143636,356.730978,BHN,BHZ,BHE,-,-,-,-,-,-,7.534,20/03/2012 18:02,C:\Users\huevo\Downloads\Archivos_Acc\S26020120320180247
OZST,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,18/04/2014 14:27,18/04/2014 14:28,7.2,Mw,A,18.860758,-97.094119,17.18,-101.19,Blando,609.1994,10,13.0006,492.2958493,"['V', ' N00E', ' N90E']",202.000469,100,0.227122465,0.89125591,0.051584614,0.023371398,0.001019062,52.52411314,6.921776603,492.3974037,BHZ,BHN,BHE,-,-,-,-,-,-,7.2,18/04/2014 14:27,C:\Users\huevo\Downloads\Archivos_Acc\OZST1404-181
LANE,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,19/02/2018 06:56,19/02/2018 06:56,6,Mw,A,15.947684,-97.187204,16.2477,-97.775,Roca,686.479,10.2,13.0044,73.3813842,"['N00E', ' N90E', ' V']",33.44899515,200,0.036851761,5.929078014,0.001358052,0.007104737,0.00016191,6.248742436,2.675740605,74.08689187,BHN,BHE,BHZ,-,-,-,-,-,-,6,19/02/2018 06:56,C:\Users\huevo\Downloads\Archivos_Acc\LANE1802-191
COYC,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,20/03/2012 18:02,20/03/2012 18:02,7.4,Mw,A,16.997788,-100.089963,16.251,-98.521,Roca,196.53853,16,13.0157,193.2149736,"['N90W', ' V', ' N00W']",65.09586062,200,0.064362173,0.782312925,0.004142489,0.010057988,7.78E-05,10.51863943,3.255539777,193.8763163,BHE,BHZ,BHN,-,-,-,-,-,-,7.4,20/03/2012 18:02,C:\Users\huevo\Downloads\Archivos_Acc\COYC1203-201
EO30,CIRES,CIRES,08/09/2017 04:49,08/09/2017 04:51,8.2,Mc,A,19.3885,-99.1772,14.76,-94.1,Transicion,296.44852,45,13.0216,763.9420955,"['N00E', ' +V', ' N90W']",207.5022276,100,0.119917225,0.439189189,0.014380141,0.01660035,0.00055949,23.51204251,4.841201994,765.26631,BHN,BHZ,BHE,-,-,-,-,-,-,8.382,08/09/2017 04:49,C:\Users\huevo\Downloads\Archivos_Acc\EO3020170908044917
PANG,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,23/09/2017 12:53,23/09/2017 12:52,6.1,Mw,A,15.666837,-96.490506,16.496,-95.146,Roca,498.83792,22,13.0266,175.6460219,"['N00E', ' N90E', ' V']",45.25313608,100,0.061571469,10.7972028,0.003791046,0.011398644,0.002095279,3.874457772,1.943581513,177.0184312,BHN,BHE,BHZ,-,-,-,-,-,-,6.1,23/09/2017 12:53,C:\Users\huevo\Downloads\Archivos_Acc\PANG1709-233
CH84,CIRES,CIRES,11/01/1997 20:28,11/01/1997 20:29,7.1,Mc,A,19.33,-99.1254,18.34,-102.58,Alto riesgo sismico,211.58063,40,13.04006,399.5962776,"['N00E', ' +V', ' N90W']",275.6388548,100,0.360874454,0.658135283,0.130230372,0.035506909,0.001384647,67.87260688,8.035781675,401.5933081,BHN,BHZ,BHE,-,-,-,-,-,-,7.216,11/01/1997 20:28,C:\Users\huevo\Downloads\Archivos_Acc\CH8419970111202826
AO24,CIRES,CIRES,11/01/1997 20:28,11/01/1997 20:29,7.1,Mc,A,19.358,-99.154,18.34,-102.58,Transicion,251.39807,40,13.06191,397.4157057,"['N00E', ' +V', ' N90W']",161.830111,100,0.290540721,0.952088452,0.084413911,0.029131826,0.001065726,62.09750156,7.654846565,399.4236386,BHN,BHZ,BHE,-,-,-,-,-,-,7.216,11/01/1997 20:28,C:\Users\huevo\Downloads\Archivos_Acc\AO2419970111202826
SXPU,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,11/12/2011 01:47,47:17.6,6.5,Mw,A,19.039943,-98.215087,17.84,-99.98,Travertino,364.50735,58,13.088,237.3114676,"['V', ' N90W', ' N00W']",90.20054453,100,0.082633935,1.328950129,0.006828367,0.015861104,0.001232172,7.795298944,2.772358281,244.2964033,BHZ,BHE,BHN,-,-,-,-,-,-,6.5,11/12/2011 01:47,C:\Users\huevo\Downloads\Archivos_Acc\SXPU1112-111
SCRU,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,25/02/2011 13:07,25/02/2011 13:07,6,Mw,A,16.187519,-95.209239,17.73,-95.21,Roca,530.66547,135,13.0979,171.5160815,"['N00W', ' N90W', ' V']",39.42062878,200,0.038431206,4.437086093,0.001476958,0.006840236,0.000463523,9.116795021,2.989958839,218.2722296,BHN,BHE,BHZ,-,-,-,-,-,-,6,25/02/2011 13:07,C:\Users\huevo\Downloads\Archivos_Acc\SCRU1102-251
SJLL,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,12/02/2008 12:50,12/02/2008 12:51,6.6,Mw,A,16.657822,-98.498463,16.19,-94.54,No clasificado,317.31677,90,13.1244,443.2242408,"['N00W', ' N90W', ' V']",60.63018494,200,0.078039657,6.173376228,0.006090188,0.011354985,0.000535619,16.33427432,3.81542607,452.2695298,BHN,BHE,BHZ,-,-,-,-,-,-,6.6,12/02/2008 12:50,C:\Users\huevo\Downloads\Archivos_Acc\SJLL0802-121
CUP5,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,04:30.5,14/09/1995 14:05,6.4,Mb,S/C,19.33024,-99.181076,16.31,-98.88,Roca,367.31436,22,13.128,337.4998904,"['V', ' N90E', ' N00E']",99.82248145,250,0.186319387,0.643132771,0.034714914,0.018164783,0.00010661,66.37384519,7.848674633,338.2161676,BHZ,BHE,BHN,-,-,-,-,-,-,6.45,04:30.5,C:\Users\huevo\Downloads\Archivos_Acc\CUP59509-141
TACY,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,08/09/2021 01:47,08/09/2021 01:47,7.1,Mw,S/C,19.404505,-99.195246,16.78,-99.93,Suelo duro,436.99353,10,13.1997,303.0523807,"['HNZ', ' HNN', ' HNE']",186.8586531,200,0.080973439,0.826804467,0.006556698,0.009210017,7.76E-05,39.25697686,6.054235162,303.2173238,BHZ, HNN, HNE,-,-,-,-,-,-,7.1,08/09/2021 01:47,C:\Users\huevo\Downloads\Archivos_Acc\TACY2109-081
SCCB,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,07/07/2014 11:23,07/07/2014 11:23,6.9,Mw,B,16.70858,-92.625515,14.75,-92.63,Roca,474.86072,60,13.2103,217.7847292,"['N00W', ' N90W', ' V']",91.24250085,200,0.046867672,1.019821035,0.002196579,0.006381383,4.85E-05,25.34374695,4.876087457,225.8986239,BHN,BHE,BHZ,-,-,-,-,-,-,6.9,07/07/2014 11:23,C:\Users\huevo\Downloads\Archivos_Acc\SCCB1407-071
POZU,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,02/04/2012 17:36,02/04/2012 17:36,6,Mw,A,17.09008,-99.59754,16.27,-98.47,Granito,482.82285,10,13.2373,155.0313162,"['N00W', ' N90W', ' VERT']",45.53779337,200,0.036933938,4.45625,0.001364116,0.007406806,0.000242181,3.840453276,2.159061847,155.3534969,BHN,BHE,BHN,-,-,-,-,-,-,6,02/04/2012 17:36,C:\Users\huevo\Downloads\Archivos_Acc\POZU1204-021
MADC,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,59:36.5,,6.3,Mb,J,19.536,-99.261,16.26,-98.51,Roca,509.01144,24,13.244,373.7237642,"['S30E', ' +V', ' N60E']",53.29210534,50,0.844497908,2.301790281,0.713176717,0.111179196,0.014164278,18.27114721,3.868367723,374.493594,S30E,BHZ, N60E,-,-,-,-,-,-,6.33,59:36.5,C:\Users\huevo\Downloads\Archivos_Acc\MADC8206-072
CP28,CIRES,CIRES,16/02/2018 23:39,16/02/2018 23:40,7.2,Mc,A,19.4385,-99.0839,16.21,-98.01,"Arenoso, limoso, compacto",202.7755,16,13.25263,378.3320297,"['N00E', ' +V', ' N90W']",129.5263594,100,0.096910027,1.355394379,0.009391553,0.014845107,0.000420365,17.55497557,4.145265106,378.6702057,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\CP2820180216233939
CO47,CIRES,CIRES,16/02/2018 23:39,16/02/2018 23:40,7.2,Mc,A,19.3714,-99.1703,16.21,-98.01,Terreno estratificado,281.39624,16,13.25806,374.4603017,"['S00E', ' +V', ' N90W']",149.0345324,100,0.071100535,0.54192229,0.005055286,0.010601375,0.000458537,18.59546169,4.352253571,374.8019711,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\CO4720180216233939
ACAZ,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,02/04/2012 17:36,02/04/2012 17:36,6,Mw,A,16.788528,-99.790152,16.27,-98.47,Deposito barra,220.0274,10,13.2779,157.7115933,"['N00W', ' N90W', ' V']",88.02964127,200,0.064256961,1.075,0.004128957,0.01083669,0.00025897,12.70167447,3.545999213,158.0283097,BHN,BHE,BHZ,-,-,-,-,-,-,6,02/04/2012 17:36,C:\Users\huevo\Downloads\Archivos_Acc\ACAZ1204-021
CO47,CIRES,CIRES,30/09/1999 16:31,30/09/1999 16:32,7.4,Mc,B,19.371,-99.17,16.05,-97.004,Terreno estratificado,281.39624,39,13.28606,440.8790756,"['S00E', ' +V', ' N90W']",214.3947396,200,0.099267562,0.867052023,0.009854049,0.013292168,0.000490389,30.4359956,5.515560352,442.6006771,BHN,BHZ,BHE,-,-,-,-,-,-,7.534,30/09/1999 16:31,C:\Users\huevo\Downloads\Archivos_Acc\CO4719990930163113
SJAL,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,18/04/2014 14:27,18/04/2014 14:27,7.2,Mw,A,18.585371,-103.670344,17.18,-101.19,Roca,619.92047,10,13.2927,316.9967059,"['N00W', ' N90W', ' V']",76.35902062,200,0.043988997,1.745287413,0.001935032,0.009266818,0.000231576,7.143270467,2.919127089,317.1543971,BHN,BHE,BHZ,-,-,-,-,-,-,7.2,18/04/2014 14:27,C:\Users\huevo\Downloads\Archivos_Acc\SJAL1404-181
SXCU,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,22:13.5,,6.1,Mb,S/C,19.326,-99.182,17.88,-102.15,Roca,393.42136,14,13.312,367.1106839,"['N00E', ' +V', ' N90W']",106.6792621,25,0.258683636,0.578241005,0.066917223,0.04025129,0.004480602,10.2556263,3.013261146,367.3775364,BHN,BHZ,BHE,-,-,-,-,-,-,6.09,22:13.5,C:\Users\huevo\Downloads\Archivos_Acc\SXCU8110-251
ACAC,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,06:34.5,22/01/2003 02:08,6.5,Mb,S/C,16.84851,-99.85157,18.6,-104.22,Arcilla,561.67432,9,13.33,523.3360325,"['V', ' N90E', ' N00E']",71.83434679,100,0.469991937,1.77189059,0.220892421,0.047886597,0.009035775,54.42483595,7.125313146,523.413415,BHZ,BHE,BHN,-,-,-,-,-,-,6.57,06:34.5,C:\Users\huevo\Downloads\Archivos_Acc\ACAC0301-221
PZPU,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,29/07/2014 10:46,46:14.8,6.4,Mw,A,19.055379,-98.227092,17.7,-95.63,Roca,354.87314,117,13.33,325.7449443,"['V', ' N90W', ' N00W']",110.1634478,200,0.124705949,1.796610169,0.015551574,0.013184809,0.000133602,54.95511836,7.226803397,346.1195874,BHZ,BHE,BHN,-,-,-,-,-,-,6.4,29/07/2014 10:46,C:\Users\huevo\Downloads\Archivos_Acc\PZPU1407-291
TNLP,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,20/03/2012 18:02,20/03/2012 18:02,7.4,Mw,A,18.095563,-99.560805,16.251,-98.521,Roca,429.57571,16,13.3865,235.4500268,"['N90W', ' V', ' N00W']",93.35035217,200,0.093622267,0.820359281,0.008765129,0.011553196,0.000112854,24.26150073,4.544809415,235.9930404,BHE,BHZ,BHN,-,-,-,-,-,-,7.4,20/03/2012 18:02,C:\Users\huevo\Downloads\Archivos_Acc\TNLP1203-201
PENR,INSTITUTO DE INGENIERIA,Instituto de Ingeniería UNAM,06:34.5,08:56.5,6.5,Mb,A,19.332671,-99.04135,18.6,-104.22,Transicion,293.79306,9,13.3984,581.574153,"['V', ' N90E', ' N00E']",160.0063858,200,0.246011541,0.660188758,0.060521678,0.022411716,0.000891651,81.80190462,8.928864498,581.6437874,BHZ,BHE,BHN,-,-,-,-,-,-,6.57,06:34.5,C:\Users\huevo\Downloads\Archivos_Acc\PENR0301-221
CUP1,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,04:30.5,14/09/1995 14:05,6.4,Mb,S/C,19.33024,-99.181076,16.31,-98.88,Roca,367.31436,22,13.4,337.4998904,"['V', ' N90E', ' N00E']",112.8122582,100,0.277211922,0.471746488,0.07684645,0.031601742,0.000972445,35.79944562,5.609933338,338.2161676,BHZ,BHE,BHN,-,-,-,-,-,-,6.45,04:30.5,C:\Users\huevo\Downloads\Archivos_Acc\CUP19509-141
CU01,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,29:00.4,25/04/1989 14:30,6.3,Mb,A,19.33,-99.183,16.603,-99.4,Roca,367.31436,19,13.4,304.1870882,"['V', ' N90E', ' N00E']",90.29732617,100,0.527866861,0.461510061,0.278643423,0.054671652,0.006271259,49.45911464,6.774691549,304.7798953,BHZ,BHE,BHN,-,-,-,-,-,-,6.33,29:00.4,C:\Users\huevo\Downloads\Archivos_Acc\CU018904-251
HMTT,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,29/07/2014 10:46,29/07/2014 10:45,6.4,Mw,A,17.798341,-98.559717,17.7,-95.63,Roca,853.57428,117,13.4021,325.9531397,"['N00W', ' N90W', ' V']",77.69604369,100,0.036234024,1.126037998,0.001312904,0.008293318,0.00121274,3.088226769,2.022862348,346.3155343,BHN,BHE,BHZ,-,-,-,-,-,-,6.4,29/07/2014 10:46,C:\Users\huevo\Downloads\Archivos_Acc\HMTT1407-291
LANE,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,08/05/2016 07:33,08/05/2016 07:33,6,Mw,A,15.947684,-97.187204,16.25,-97.98,Roca,686.479,35,13.4366,94.34681176,"['N00E', ' N90E', ' V']",39.1875252,200,0.046313941,3.718309859,0.002144981,0.008401346,0.000157244,10.70475236,3.308814834,100.6296223,BHN,BHE,BHZ,-,-,-,-,-,-,6,08/05/2016 07:33,C:\Users\huevo\Downloads\Archivos_Acc\LANE1605-081
NUXC,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,28:27.2,28:55.8,6.5,Mb,A,17.207,-100.758,17.91,-103.04,Roca,247.09404,16,13.442,265.5146009,"['N90W', ' V', ' N00W']",62.51373741,200,0.06477835,4.562214862,0.004196235,0.016344035,0.003829633,0.227121999,1.282729851,265.9962468,BHE,BHZ,BHN,-,-,-,-,-,-,6.57,28:27.2,C:\Users\huevo\Downloads\Archivos_Acc\NUXC9701-111
OXPC,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,06/07/2007 01:09,06/07/2007 01:09,6.2,Mw,A,17.051219,-96.722974,16.9,-94.1,Blando,372.9541,100,13.4424,292.1456985,"['N00W', ' N90W', ' V']",99.28684029,200,0.095888668,1.689558071,0.009194637,0.010814406,0.000185735,35.29966425,5.378139899,308.7865107,BHN,BHE,BHZ,-,-,-,-,-,-,6.2,06/07/2007 01:09,C:\Users\huevo\Downloads\Archivos_Acc\OXPC0707-061
OCTT,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,54:21.3,14/06/2004 22:54,5.6,Mb,A,17.25267,-99.50587,16.22,-98.16,Roca,574.36951,10,13.45,188.6310864,"['V', ' N90E', ' N00E']",38.10986133,100,0.248511737,4.200160772,0.061758083,0.03620491,0.007126491,11.40676298,3.274968258,188.8959681,BHZ,BHE,BHN,-,-,-,-,-,-,5.49,54:21.3,C:\Users\huevo\Downloads\Archivos_Acc\OCTT0406-141
